Skecos6	K06685
Skecos8589	K13095
Skecos8608	K00655
Skecos8620	K01410
Skecos8630	K06158
Skecos8631	K00413
Skecos8635	K06678
Skecos8639	K06860
Skecos8654	K00953
Skecos8658	K12948
Skecos8659	K11155
Skecos8662	K03165
Skecos8672	K12827
Skecos8675	K05662
Skecos8688	K05284
Skecos8691	K08819
Skecos8692	K00566
Skecos8696	K01404
Skecos8708	K00641
Skecos8712	K00033
Skecos8715	K11323
Skecos8716	K09420
Skecos8718	K02891
Skecos8733	K01251
Skecos8735	K00517
Skecos8737	K12859
Skecos8738	K12572
Skecos8741	K00033
Skecos8746	K02150
Skecos8751	K17803
Skecos8756	K15264
Skecos8760	K00831
Skecos8772	K01669
Skecos8773	K02641
Skecos8782	K03639
Skecos8800	K14963
Skecos8810	K12389
Skecos8828	K04536
Skecos8829	K13103
Skecos8835	K00921
Skecos8841	K00025
Skecos8852	K07204
Skecos8853	K14556
Skecos8861	K11269
Skecos8871	K17759
Skecos8875	K03294
Skecos8879	K00295
Skecos8887	K08994
Skecos8896	K02870
Skecos8900	K14376
Skecos8902	K11976
Skecos8910	K01100
Skecos8911	K08637
Skecos8914	K13118
Skecos8919	K06916
Skecos8924	K00927
Skecos8927	K01551
Skecos8929	K15280
Skecos8939	K11273
Skecos8950	K10738
Skecos8956	K02437
Skecos8959	K02879
Skecos8966	K00254
Skecos8977	K01693
Skecos8983	K10777
Skecos8992	K11786
Skecos8998	K01881
Skecos9001	K08716
Skecos9003	K17888
Skecos9004	K10739
Skecos9009	K15277
Skecos9015	K11320
Skecos9016	K07565
Skecos9017	K00383
Skecos9026	K03671
Skecos9037	K03327
Skecos9043	K04607
Skecos9055	K04712
Skecos9069	K08493
Skecos9073	K01183
Skecos9075	K14525
Skecos9087	K00052
Skecos9094	K14775
Skecos9095	K08516
Skecos9112	K01529
Skecos9113	K02964
Skecos9115	K10870
Skecos9116	K02685
Skecos9125	K10395
Skecos9129	K01892
Skecos9131	K03676
Skecos9133	K11838
Skecos9134	K00833
Skecos9135	K15429
Skecos9145	K00820
Skecos9148	K06911
Skecos9150	K13509
Skecos9156	K00718
Skecos9165	K03798
Skecos9168	K13998
Skecos9173	K00464
Skecos9176	K14018
Skecos9177	K00357
Skecos9189	K15100
Skecos9202	K06916
Skecos9223	K03965
Skecos9224	K07025
Skecos9225	K11843
Skecos9230	K16055
Skecos9236	K13144
Skecos9245	K00432
Skecos9250	K12175
Skecos9252	K03574
Skecos9256	K00850
Skecos9258	K01173
Skecos9267	K10563
Skecos9270	K03842
Skecos9276	K00872
Skecos9279	K17618
Skecos9283	K07304
Skecos9286	K00855
Skecos9293	K02921
Skecos9300	K12486
Skecos9303	K07098
Skecos9310	K17681
Skecos9312	K10418
Skecos9315	K03178
Skecos9319	K01183
Skecos9321	K15634
Skecos9324	K02224
Skecos9326	K12616
Skecos9333	K17637
Skecos9340	K16302
Skecos9347	K05658
Skecos9356	K02957
Skecos9362	K10807
Skecos9365	K03064
Skecos9366	K01392
Skecos9380	K12486
Skecos9381	K01598
Skecos9397	K00128
Skecos9403	K14792
Skecos9408	K14788
Skecos9409	K02684
Skecos9414	K16194
Skecos9422	K08867
Skecos9427	K17584
Skecos9436	K00134
Skecos9440	K01900
Skecos9443	K13412
Skecos9448	K01867
Skecos9451	K01663
Skecos9457	K01895
Skecos9460	K06970
Skecos9462	K00235
Skecos9463	K00218
Skecos9466	K17600
Skecos9473	K10633
Skecos9485	K12821
Skecos9501	K07359
Skecos9508	K03235
Skecos9520	K00845
Skecos9530	K06062
Skecos9537	K07466
Skecos9538	K12878
Skecos9541	K02257
Skecos9547	K03924
Skecos9549	K14640
Skecos9550	K00914
Skecos9557	K00432
Skecos9558	K00164
Skecos9567	K02908
Skecos9568	K03164
Skecos9570	K01082
Skecos9599	K04512
Skecos9602	K01784
Skecos9608	K03844
Skecos9622	K02542
Skecos9628	K06662
Skecos9637	K03679
Skecos9644	K03115
Skecos9646	K17619
Skecos9647	K03259
Skecos9650	K12861
Skecos9657	K06883
Skecos9661	K00222
Skecos9675	K03797
Skecos9678	K10695
Skecos9679	K11839
Skecos9681	K12879
Skecos9683	K00472
Skecos9686	K00652
Skecos9725	K02133
Skecos9730	K10589
Skecos9732	K02551
Skecos9738	K13347
Skecos9739	K02152
Skecos9745	K04460
Skecos9757	K00784
Skecos9758	K10599
Skecos9765	K00670
Skecos9768	K14536
Skecos9787	K00454
Skecos9788	K03679
Skecos9789	K12859
Skecos9790	K02149
Skecos9798	K12870
Skecos9817	K09828
Skecos9826	K10597
Skecos9828	K00457
Skecos9835	K02636
Skecos9842	K02995
Skecos9844	K11654
Skecos9861	K01578
Skecos9874	K01537
Skecos9877	K07937
Skecos9888	K11166
Skecos9889	K05293
Skecos9898	K13206
Skecos9903	K17900
Skecos9908	K01738
Skecos9919	K00787
Skecos9924	K03301
Skecos9941	K01424
Skecos9943	K14564
Skecos9947	K03372
Skecos9951	K01514
Skecos9952	K05292
Skecos9957	K14787
Skecos9961	K00794
Skecos9964	K17943
Skecos9966	K03231
Skecos9973	K17081
Skecos9975	K05546
Skecos9980	K09420
Skecos9981	K04532
Skecos9984	K01669
Skecos9991	K08582
Skecos10000	K14537
Skecos10016	K08337
Skecos10018	K12185
Skecos10026	K13963
Skecos10043	K14970
Skecos10068	K02231
Skecos10083	K11269
Skecos10096	K06677
Skecos10099	K03144
Skecos10101	K11839
Skecos10105	K07203
Skecos10109	K07359
Skecos10113	K00993
Skecos10124	K17890
Skecos10128	K03130
Skecos10129	K03013
Skecos10131	K09613
Skecos10146	K08272
Skecos10149	K10756
Skecos10153	K03120
Skecos10158	K10901
Skecos10160	K02922
Skecos10173	K07874
Skecos10174	K01103
Skecos10178	K00616
Skecos10189	K01698
Skecos10195	K13093
Skecos10197	K04648
Skecos10211	K00328
Skecos10212	K17268
Skecos10220	K02932
Skecos10223	K02880
Skecos10238	K06892
Skecos10241	K17430
Skecos10256	K14571
Skecos10261	K02357
Skecos10263	K11366
Skecos10265	K04382
Skecos10269	K17605
Skecos10275	K01940
Skecos10286	K02956
Skecos10292	K17943
Skecos10302	K00555
Skecos10310	K00681
Skecos10338	K10578
Skecos10340	K00685
Skecos10343	K00826
Skecos10351	K12176
Skecos10364	K03782
Skecos10370	K01599
Skecos10374	K02930
Skecos10378	K01853
Skecos10380	K06674
Skecos10381	K17783
Skecos10387	K01534
Skecos10395	K03083
Skecos10400	K12385
Skecos10402	K01166
Skecos10410	K02980
Skecos10412	K00624
Skecos10417	K01120
Skecos10424	K16075
Skecos10440	K13989
Skecos10442	K15175
Skecos10444	K04487
Skecos10447	K01551
Skecos10448	K14213
Skecos10452	K01873
Skecos10454	K00799
Skecos10455	K00392
Skecos10461	K01881
Skecos10464	K02726
Skecos10505	K12041
Skecos10518	K02295
Skecos10533	K16582
Skecos10536	K12623
Skecos10542	K12831
Skecos10545	K00803
Skecos10549	K13336
Skecos10556	K12820
Skecos10563	K04907
Skecos10564	K12394
Skecos10565	K05658
Skecos10570	K15113
Skecos10575	K13339
Skecos10576	K00036
Skecos10583	K03848
Skecos10585	K02936
Skecos10592	K01638
Skecos10602	K17973
Skecos10610	K00058
Skecos10616	K09810
Skecos10618	K12826
Skecos10622	K00454
Skecos10630	K02941
Skecos10638	K03260
Skecos10647	K15900
Skecos10655	K15544
Skecos10658	K14821
Skecos10660	K03627
Skecos10662	K03939
Skecos10669	K03687
Skecos10677	K01866
Skecos10679	K15542
Skecos10681	K14570
Skecos10684	K13348
Skecos10696	K00020
Skecos10698	K02983
Skecos10712	K01477
Skecos10716	K14301
Skecos10723	K01113
Skecos10725	K03797
Skecos10726	K01057
Skecos10728	K07015
Skecos10730	K13347
Skecos10731	K08486
Skecos10739	K01669
Skecos10740	K16575
Skecos10748	K11797
Skecos10749	K14561
Skecos10754	K10949
Skecos10763	K00558
Skecos10767	K03885
Skecos10769	K06130
Skecos10771	K08496
Skecos10772	K14826
Skecos10774	K02974
Skecos10775	K03234
Skecos10792	K01749
Skecos10796	K02985
Skecos10810	K12479
Skecos10817	K00382
Skecos10818	K11826
Skecos10819	K00262
Skecos10829	K12619
Skecos10832	K01265
Skecos10833	K07739
Skecos10841	K00602
Skecos10842	K03650
Skecos10845	K01649
Skecos10846	K03265
Skecos10848	K12845
Skecos10849	K15015
Skecos10866	K12447
Skecos10871	K10577
Skecos10874	K06963
Skecos10878	K02887
Skecos10893	K10686
Skecos10936	K12524
Skecos10946	K02873
Skecos10947	K15711
Skecos10965	K06173
Skecos10966	K01662
Skecos10970	K15192
Skecos10975	K08864
Skecos10979	K13102
Skecos10981	K01488
Skecos10987	K09647
Skecos10989	K05305
Skecos10994	K08734
Skecos11012	K11422
Skecos11015	K05291
Skecos11020	K15340
Skecos11028	K14289
Skecos11029	K00940
Skecos11031	K12947
Skecos11034	K11584
Skecos11042	K03321
Skecos11043	K09420
Skecos11048	K01069
Skecos11062	K00910
Skecos11064	K00799
Skecos11065	K03105
Skecos11067	K00889
Skecos11086	K12825
Skecos11095	K15634
Skecos11099	K08869
Skecos11107	K11599
Skecos11115	K07025
Skecos11117	K14326
Skecos11122	K12179
Skecos11124	K00888
Skecos11130	K10591
Skecos11131	K01164
Skecos11134	K00611
Skecos11140	K06269
Skecos11151	K08592
Skecos11155	K14709
Skecos11166	K16570
Skecos11171	K11836
Skecos11174	K15032
Skecos11181	K00809
Skecos11184	K09969
Skecos11187	K13348
Skecos11196	K06942
Skecos11213	K01414
Skecos11215	K08827
Skecos11227	K00326
Skecos11241	K14548
Skecos11243	K02520
Skecos11245	K03106
Skecos11247	K00266
Skecos11249	K01772
Skecos11253	K04083
Skecos11255	K11884
Skecos11257	K01858
Skecos11259	K00088
Skecos11263	K01876
Skecos11264	K00053
Skecos11265	K05542
Skecos11271	K06709
Skecos11274	K13278
Skecos11276	K12842
Skecos11301	K13126
Skecos11303	K08142
Skecos11309	K07750
Skecos11310	K00930
Skecos11318	K02355
Skecos11321	K12849
Skecos11330	K08246
Skecos11331	K03355
Skecos11333	K13023
Skecos11345	K14764
Skecos11350	K13525
Skecos11357	K15027
Skecos11371	K03116
Skecos11373	K14950
Skecos11375	K01210
Skecos11380	K10405
Skecos11392	K01522
Skecos11393	K15331
Skecos11394	K07015
Skecos11411	K13800
Skecos11414	K02953
Skecos11417	K15296
Skecos11426	K10875
Skecos11438	K00888
Skecos11439	K00726
Skecos11459	K07199
Skecos11462	K09528
Skecos11473	K06671
Skecos11476	K03257
Skecos11482	K10610
Skecos11486	K00898
Skecos11491	K06125
Skecos11512	K12399
Skecos11513	K11583
Skecos11515	K12811
Skecos11519	K13754
Skecos11535	K12571
Skecos11537	K03354
Skecos11540	K14652
Skecos11549	K06638
Skecos11550	K01803
Skecos11565	K04706
Skecos11578	K07393
Skecos11579	K01082
Skecos11596	K10704
Skecos11601	K08311
Skecos11612	K00281
Skecos11618	K00383
Skecos11631	K01872
Skecos11636	K14808
Skecos11640	K05307
Skecos11650	K06980
Skecos11651	K08093
Skecos11653	K01183
Skecos11663	K06628
Skecos11665	K12862
Skecos11667	K00873
Skecos11669	K02293
Skecos11671	K06944
Skecos11672	K10426
Skecos11684	K02738
Skecos11715	K11838
Skecos11736	K00884
Skecos11761	K15449
Skecos11768	K06672
Skecos11788	K18172
Skecos11792	K10395
Skecos11796	K10603
Skecos11808	K02144
Skecos11816	K02510
Skecos11825	K02258
Skecos11832	K14696
Skecos11835	K00790
Skecos11855	K01873
Skecos11860	K10601
Skecos11865	K14753
Skecos11883	K02230
Skecos11887	K02737
Skecos11892	K06867
Skecos11897	K13448
Skecos11898	K01520
Skecos11903	K14539
Skecos11905	K15272
Skecos11915	K15979
Skecos11918	K02940
Skecos11924	K05955
Skecos11925	K07204
Skecos11927	K07025
Skecos11945	K02327
Skecos11957	K01507
Skecos11963	K03750
Skecos11969	K03245
Skecos11977	K02219
Skecos11982	K08568
Skecos11985	K02926
Skecos11986	K18162
Skecos11996	K03857
Skecos12019	K06867
Skecos12028	K03263
Skecos12043	K01062
Skecos12046	K01897
Skecos12056	K00472
Skecos12061	K11805
Skecos12062	K09611
Skecos12066	K10598
Skecos12069	K15456
Skecos12072	K10754
Skecos12073	K08333
Skecos12076	K03283
Skecos12087	K12571
Skecos12091	K14404
Skecos12101	K08333
Skecos12104	K02889
Skecos12105	K15216
Skecos12130	K08866
Skecos12151	K00761
Skecos12154	K01534
Skecos12175	K15115
Skecos12179	K12397
Skecos12183	K01830
Skecos12192	K00134
Skecos12200	K05857
Skecos12202	K14376
Skecos12203	K12854
Skecos12214	K14811
Skecos12218	K08678
Skecos12220	K01443
Skecos12226	K10848
Skecos12230	K10849
Skecos12235	K00763
Skecos12237	K15728
Skecos12245	K17267
Skecos12248	K00078
Skecos12262	K03010
Skecos12266	K07198
Skecos12269	K03841
Skecos12271	K15196
Skecos12272	K06943
Skecos12273	K00784
Skecos12275	K00765
Skecos12281	K02835
Skecos12284	K17361
Skecos12287	K05283
Skecos12292	K02738
Skecos12293	K07910
Skecos12296	K00814
Skecos12297	K00752
Skecos12309	K08860
Skecos12322	K01191
Skecos12327	K15109
Skecos12336	K02324
Skecos12338	K01889
Skecos12358	K00799
Skecos12359	K10885
Skecos12361	K17506
Skecos12368	K00600
Skecos12377	K01265
Skecos12380	K03018
Skecos12405	K11718
Skecos12406	K00799
Skecos12417	K02183
Skecos12428	K02331
Skecos12434	K02905
Skecos12435	K00993
Skecos12438	K16075
Skecos12439	K01768
Skecos12444	K15272
Skecos12447	K12603
Skecos12449	K06185
Skecos12451	K02151
Skecos12454	K01809
Skecos12475	K12663
Skecos12485	K02864
Skecos12492	K12900
Skecos12530	K14574
Skecos12539	K17618
Skecos12541	K04077
Skecos12550	K01689
Skecos12562	K00630
Skecos12577	K17053
Skecos12582	K00681
Skecos12583	K15542
Skecos12586	K13253
Skecos12593	K14572
Skecos12598	K10747
Skecos12610	K00228
Skecos12618	K01872
Skecos12619	K03283
Skecos12625	K10754
Skecos12626	K11858
Skecos12628	K13071
Skecos12632	K11136
Skecos12645	K10808
Skecos12658	K09518
Skecos12659	K08994
Skecos12677	K03511
Skecos12691	K00106
Skecos12698	K02213
Skecos12705	K11986
Skecos12711	K04728
Skecos12721	K01256
Skecos12724	K13950
Skecos12730	K00940
Skecos12733	K13993
Skecos12734	K01880
Skecos12743	K00914
Skecos12745	K00759
Skecos12747	K02734
Skecos12756	K15498
Skecos12772	K14306
Skecos12782	K12871
Skecos12786	K14816
Skecos12795	K01836
Skecos12807	K10529
Skecos12814	K02836
Skecos12818	K10960
Skecos12821	K02894
Skecos12825	K11865
Skecos12828	K01702
Skecos12831	K13789
Skecos12834	K06633
Skecos12837	K14401
Skecos12840	K16219
Skecos12851	K12184
Skecos12854	K06634
Skecos12866	K09660
Skecos12875	K06127
Skecos12877	K01269
Skecos12880	K03596
Skecos12897	K02727
Skecos12904	K07735
Skecos12910	K09391
Skecos12917	K01835
Skecos12919	K12837
Skecos12923	K14558
Skecos12925	K07497
Skecos12940	K00729
Skecos12941	K00161
Skecos12947	K11981
Skecos12951	K11713
Skecos12954	K12817
Skecos12956	K10580
Skecos12959	K17757
Skecos12965	K10570
Skecos12973	K07238
Skecos12977	K11578
Skecos12980	K08869
Skecos13021	K01893
Skecos13032	K17262
Skecos13038	K06636
Skecos13047	K00565
Skecos13060	K00509
Skecos13061	K10085
Skecos13063	K00486
Skecos13065	K00236
Skecos13073	K01792
Skecos13074	K12492
Skecos13076	K06877
Skecos13085	K12883
Skecos13089	K17065
Skecos13095	K14965
Skecos13102	K01652
Skecos13105	K03680
Skecos13106	K02350
Skecos13108	K07304
Skecos13113	K01419
Skecos13114	K14457
Skecos13115	K03517
Skecos13120	K00940
Skecos13126	K01953
Skecos13130	K14802
Skecos13135	K01304
Skecos13139	K06883
Skecos13140	K15446
Skecos13141	K00140
Skecos13148	K07112
Skecos13149	K11204
Skecos13152	K14572
Skecos13155	K11423
Skecos13157	K09420
Skecos13158	K05955
Skecos13174	K14286
Skecos13186	K01312
Skecos13190	K01759
Skecos13199	K01930
Skecos13215	K02925
Skecos13219	K00791
Skecos13223	K00863
Skecos13231	K06176
Skecos13234	K01724
Skecos13242	K00587
Skecos13245	K12373
Skecos13248	K02335
Skecos13251	K08493
Skecos13254	K02945
Skecos13258	K15443
Skecos13269	K03553
Skecos13281	K03845
Skecos13283	K01490
Skecos13288	K01280
Skecos13289	K17053
Skecos13300	K01934
Skecos13309	K00029
Skecos13325	K10903
Skecos13329	K11374
Skecos13343	K00901
Skecos13347	K11863
Skecos13373	K10737
Skecos13423	K00102
Skecos13424	K01802
Skecos13474	K03648
Skecos13490	K03164
Skecos13501	K17907
Skecos13518	K00938
Skecos13519	K01142
Skecos13531	K01510
Skecos13547	K01586
Skecos13552	K00731
Skecos13556	K00294
Skecos13560	K03715
Skecos13564	K10730
Skecos13565	K17422
Skecos13568	K00999
Skecos13574	K00799
Skecos13576	K01514
Skecos13578	K15287
Skecos13579	K12872
Skecos13581	K03637
Skecos13598	K13754
Skecos13612	K01810
Skecos13625	K01638
Skecos13631	K10807
Skecos13636	K01230
Skecos13646	K14777
Skecos13648	K03953
Skecos13658	K10569
Skecos13662	K03801
Skecos13664	K12662
Skecos13666	K12347
Skecos13670	K14847
Skecos13671	K12584
Skecos13684	K00750
Skecos13694	K06631
Skecos13696	K14557
Skecos13704	K03027
Skecos13710	K02212
Skecos13714	K08869
Skecos13716	K17972
Skecos13727	K00218
Skecos13728	K13539
Skecos13730	K06072
Skecos13731	K05863
Skecos13735	K14950
Skecos13750	K00072
Skecos13753	K06184
Skecos13756	K07253
Skecos13760	K12735
Skecos13768	K00327
Skecos13769	K03165
Skecos13774	K14766
Skecos13777	K08903
Skecos13780	K09284
Skecos13785	K01115
Skecos13789	K10878
Skecos13793	K08683
Skecos13794	K02872
Skecos13799	K06990
Skecos13818	K16055
Skecos13841	K01697
Skecos13842	K14827
Skecos13845	K11996
Skecos13856	K03131
Skecos13857	K11548
Skecos13869	K14411
Skecos13876	K11267
Skecos13879	K00850
Skecos13880	K02146
Skecos13901	K14833
Skecos13911	K08850
Skecos13939	K00901
Skecos13950	K17301
Skecos13951	K10413
Skecos13954	K00285
Skecos13959	K08293
Skecos13965	K11858
Skecos13985	K12860
Skecos13986	K06947
Skecos13995	K10691
Skecos13996	K03125
Skecos13997	K03178
Skecos14002	K03259
Skecos14004	K17686
Skecos14015	K01597
Skecos14018	K12843
Skecos14019	K10364
Skecos14029	K11126
Skecos14031	K03696
Skecos14035	K01634
Skecos14049	K01267
Skecos14065	K08852
Skecos14075	K02879
Skecos14081	K01265
Skecos14085	K03327
Skecos14087	K16302
Skecos14094	K14006
Skecos14098	K03259
Skecos14099	K01835
Skecos14102	K00889
Skecos14105	K04371
Skecos14111	K00936
Skecos14113	K04615
Skecos14115	K11341
Skecos14128	K01802
Skecos14167	K13507
Skecos14170	K05868
Skecos14176	K14553
Skecos14184	K14400
Skecos14186	K09523
Skecos14191	K09567
Skecos14196	K02980
Skecos14213	K17424
Skecos14216	K00981
Skecos14246	K02949
Skecos14248	K14290
Skecos14249	K01770
Skecos14254	K01803
Skecos14255	K01669
Skecos14266	K03178
Skecos14278	K03168
Skecos14288	K07555
Skecos14292	K08823
Skecos14298	K01598
Skecos14306	K12304
Skecos14324	K14564
Skecos14327	K01669
Skecos14352	K00942
Skecos14382	K00228
Skecos14390	K15544
Skecos14393	K09647
Skecos14396	K01950
Skecos14403	K03002
Skecos14415	K03358
Skecos14422	K01870
Skecos14426	K04508
Skecos14431	K03144
Skecos14438	K03564
Skecos14458	K04564
Skecos14470	K10773
Skecos14475	K09259
Skecos14479	K00773
Skecos14489	K02726
Skecos14512	K01881
Skecos14521	K12828
Skecos14543	K06066
Skecos14557	K07466
Skecos14583	K00891
Skecos14585	K03255
Skecos14604	K09500
Skecos14616	K17086
Skecos14622	K02147
Skecos14627	K09667
Skecos14629	K02975
Skecos14631	K00765
Skecos14636	K11996
Skecos14644	K14550
Skecos14653	K00262
Skecos14654	K08825
Skecos14655	K13207
Skecos14656	K07238
Skecos14661	K15982
Skecos14668	K03062
Skecos14679	K03008
Skecos14694	K03527
Skecos14698	K00001
Skecos14708	K03801
Skecos14722	K15637
Skecos14750	K11824
Skecos14752	K14798
Skecos14782	K08835
Skecos14783	K07126
Skecos14794	K04507
Skecos14801	K14191
Skecos14803	K10839
Skecos14830	K07023
Skecos14832	K00469
Skecos14839	K00816
Skecos14842	K10728
Skecos14847	K14011
Skecos14850	K00767
Skecos14879	K02367
Skecos14881	K15356
Skecos14889	K12864
Skecos14908	K02922
Skecos14910	K08776
Skecos14916	K05692
Skecos14921	K10632
Skecos14930	K01469
Skecos14937	K15332
Skecos14944	K03035
Skecos14945	K01914
Skecos14959	K15276
Skecos14978	K14950
Skecos14982	K03147
Skecos15013	K06130
Skecos15015	K01764
Skecos15028	K01939
Skecos15034	K09571
Skecos15036	K00033
Skecos15038	K02905
Skecos15059	K02221
Skecos15062	K02146
Skecos15081	K00417
Skecos15082	K12373
Skecos15085	K17790
Skecos15088	K07390
Skecos15092	K01358
Skecos15100	K03783
Skecos15106	K00223
Skecos15108	K14753
Skecos15115	K15128
Skecos15122	K13111
Skecos15123	K10773
Skecos15134	K11348
Skecos15147	K01784
Skecos15162	K02974
Skecos15188	K13108
Skecos15190	K14765
Skecos15193	K09560
Skecos15198	K16056
Skecos15205	K03868
Skecos15209	K11662
Skecos15210	K16569
Skecos15223	K02906
Skecos15224	K00509
Skecos15234	K03038
Skecos15245	K14400
Skecos15262	K14312
Skecos15269	K03648
Skecos15271	K00894
Skecos15272	K09651
Skecos15274	K15025
Skecos15286	K13431
Skecos15292	K00264
Skecos15295	K00323
Skecos15307	K11718
Skecos15330	K12874
Skecos15335	K03094
Skecos15339	K02938
Skecos15347	K14573
Skecos15349	K00914
Skecos15355	K11644
Skecos15368	K16302
Skecos15378	K12857
Skecos15381	K10755
Skecos15409	K00710
Skecos15416	K00679
Skecos15419	K12835
Skecos15422	K15436
Skecos15424	K00921
Skecos15448	K08856
Skecos15449	K00464
Skecos15452	K04382
Skecos15454	K00627
Skecos15455	K04649
Skecos15456	K06126
Skecos15460	K13242
Skecos15469	K06072
Skecos15484	K00859
Skecos15500	K10249
Skecos15517	K14560
Skecos15518	K08504
Skecos15524	K12183
Skecos15545	K10276
Skecos15550	K15849
Skecos15552	K00888
Skecos15553	K08486
Skecos15558	K12850
Skecos15560	K09495
Skecos15594	K00654
Skecos15638	K03130
Skecos15640	K03145
Skecos15664	K00323
Skecos15672	K01090
Skecos15673	K00942
Skecos15686	K01120
Skecos15690	K06100
Skecos15695	K03531
Skecos15700	K06675
Skecos15706	K08869
Skecos15708	K13094
Skecos15712	K03438
Skecos15729	K00849
Skecos15739	K04564
Skecos15756	K14799
Skecos15760	K00486
Skecos15784	K10798
Skecos15791	K03178
Skecos15802	K00604
Skecos15805	K03165
Skecos15814	K03353
Skecos15834	K17609
Skecos15837	K03841
Skecos15839	K09490
Skecos15844	K08675
Skecos15846	K02987
Skecos15854	K02148
Skecos15864	K03644
Skecos15867	K02959
Skecos15872	K08568
Skecos15882	K00943
Skecos15889	K13421
Skecos15908	K13989
Skecos15930	K08963
Skecos15959	K06013
Skecos15962	K09250
Skecos15963	K11840
Skecos15966	K06178
Skecos15967	K00311
Skecos15976	K03515
Skecos15986	K01922
Skecos16001	K11981
Skecos16003	K17427
Skecos16006	K13346
Skecos16009	K05956
Skecos16010	K02729
Skecos16016	K08994
Skecos16025	K01462
Skecos16028	K12737
Skecos16035	K01802
Skecos16043	K01867
Skecos16048	K00640
Skecos16057	K14843
Skecos16058	K02727
Skecos16089	K03521
Skecos16099	K13412
Skecos16122	K16810
Skecos16139	K01315
Skecos16141	K14721
Skecos16148	K03843
Skecos16152	K09493
Skecos16157	K01507
Skecos16168	K03671
Skecos16169	K00390
Skecos16180	K01693
Skecos16195	K12947
Skecos16198	K11136
Skecos16213	K09549
Skecos16220	K17969
Skecos16241	K17263
Skecos16282	K10960
Skecos16283	K12869
Skecos16284	K11488
Skecos16287	K05765
Skecos16288	K04798
Skecos16295	K12183
Skecos16297	K03526
Skecos16303	K12599
Skecos16313	K12189
Skecos16316	K01534
Skecos16320	K13350
Skecos16322	K00981
Skecos16327	K17500
Skecos16348	K13354
Skecos16385	K06693
Skecos16392	K00641
Skecos16397	K11126
Skecos16417	K14856
Skecos16422	K01724
Skecos16427	K13950
Skecos16431	K12493
Skecos16438	K10589
Skecos16446	K01778
Skecos16486	K01737
Skecos16497	K09834
Skecos16503	K09765
Skecos16517	K07575
Skecos16518	K10144
Skecos16526	K01303
Skecos16538	K01166
Skecos16540	K17989
Skecos16546	K08874
Skecos16561	K12815
Skecos16563	K06443
Skecos16567	K03941
Skecos16581	K05316
Skecos16590	K11292
Skecos16592	K00297
Skecos16594	K00940
Skecos16595	K12397
Skecos16654	K12626
Skecos16661	K02957
Skecos16663	K01265
Skecos16675	K13110
Skecos16684	K02896
Skecos16685	K02115
Skecos16702	K00411
Skecos16703	K09833
Skecos16707	K02984
Skecos16711	K01535
Skecos16722	K00826
Skecos16746	K03235
Skecos16748	K10436
Skecos16751	K08515
Skecos16771	K13024
Skecos16774	K09123
Skecos16786	K14864
Skecos16799	K17616
Skecos16804	K05357
Skecos16810	K03000
Skecos16813	K03239
Skecos16815	K04499
Skecos16819	K15542
Skecos16841	K02902
Skecos16843	K14297
Skecos16856	K12829
Skecos16857	K03283
Skecos16858	K07126
Skecos16866	K13274
Skecos16871	K02553
Skecos16883	K14209
Skecos16889	K01738
Skecos16907	K06965
Skecos16915	K01519
